code,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,individual,system,SnomedCTConceptId,SnomedCTDescriptionId,EmisCodeCategoryId
63862,[X]Assault unspecif chemicl/noxous subst occ unspecif place,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U35z.00,Unspecified place,"","","",1,read,52684005,87673015,32
67376,[X]Assault by explosive material,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3B..00,"","","","",1,read,52684005,87673015,32
104195,[X]Assault by explosive material occurrn other specif place,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3By.00,"","","","",1,read,52684005,87673015,32
66473,[X]Assault by push fr high plce occ sch oth ins/pub adm area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3G2.00,"","","","",1,read,219234008,331654011,32
71426,[X]Assault by sharp object occurrn at sports/athletics area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3E3.00,"","","","",1,read,52684005,87673015,32
105193,[X]Assault drug medicam+biolog subs occ sch/ins/pub adm area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U302.00,"","","","",1,read,52684005,87673015,32
58820,[X]Asslt by push/plac victm befr mov obj occ oth specif plce,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3Hy.00,"","","","",1,read,242927008,363381019,32
72819,[X]Strikng against/strck by othr objct occ on street/highway,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U112400,"","","","",1,read,302979006,445028012,32
53154,[X]Struck by thrwn projectd/fallng obj occ oth specif place,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U110y00,"","","","",1,read,88817006,147266018,32
50493,Assault by corrosive substance NOS,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,TL1z.00,"","","","",1,read,269732008,404275011,32
68823,Assault by explosive NOS,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,TL5z.00,"","","","",1,read,274954001,410871013,32
105543,"[X]Assault by gases and vapours, occurrence at home",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U330.00,Home,"","","",1,read,52684005,87673015,32
109859,[X]Assault by steam hot vapours+hot objects occurrn at home,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3D0.00,Home,"","","",1,read,219231000,331651015,32
53386,"[X]Handgun discharge, occurrence at home",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U11C000,Home,"","","",1,read,218082000,330381012,32
54260,[X]Assault by blunt object occurrn in resident institution,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3F1.00,Residential institution,"","","",1,read,52684005,87673015,32
100389,[X]Assault by pesticides occurrn in residential institution,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U321.00,Residential institution,"","","",1,read,420911000000103,804091000000118,32
103138,[X]Assault by sharp object occurrn in resident institution,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3E1.00,Residential institution,"","","",1,read,52684005,87673015,32
62522,[X]Assault by unspecified means occurrn resident institut'n,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3z1.00,Residential institution,"","","",1,read,52684005,87673015,32
99091,[X]Crush push/step on by crowd/humn stampede occ resid inst,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U122100,Residential institution,"","","",1,read,217860008,330147013,32
112244,[X]Disch from other/unspecif firearms occ in resid instit'n,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U11E100,Residential institution,"","","",1,read,63409001,105402016,32
96663,[X]Strikng against/struck by other object occ in resid inst,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U112100,Residential institution,"","","",1,read,302979006,445028012,32
93173,[X]Assault by handgun discharge occurrenc at unspecif place,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U38z.00,Unspecified place,"","","",1,read,52684005,87673015,32
99109,"[X]Assault by pesticides, occurrence at unspecified place",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U32z.00,Unspecified place,"","","",1,read,473821000000106,1013891000000110,32
98708,"[X]Handgun discharge, occurrence at unspecified place",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U11Cz00,Unspecified place,"","","",1,read,218082000,330381012,32
92504,[X]Assault by blunt object occurrence at trade/service area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3F5.00,"","","","",1,read,52684005,87673015,32
56280,[X]Assault by blunt object occurrn at sports/athletics area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3F3.00,"","","","",1,read,52684005,87673015,32
73938,"[X]Assault by bodily force, occurrence on farm",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3K7.00,"","","","",1,read,52684005,87673015,32
50655,[X]Assault by crash of motor vehicle occ on street/highway,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3J4.00,"","","","",1,read,52684005,87673015,32
111332,[X]Assault by drowning and submersion,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U37..00,"","","","",1,read,219197006,331617019,32
63579,[X]Assault by explosive material occurrn indust/constr area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3B6.00,"","","","",1,read,52684005,87673015,32
97684,[X]Assault by gas+vapour occ school oth inst/pub admin area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U332.00,"","","","",1,read,52684005,87673015,32
107626,[X]Assault by gas+vapour occurrn at industr/construct area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U336.00,"","","","",1,read,52684005,87673015,32
103806,[X]Assault by handgun discharge occurrenc on street/highway,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U384.00,"","","","",1,read,52684005,87673015,32
66800,[X]Assault by handgun discharge occurrenc oth specif place,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U38y.00,"","","","",1,read,52684005,87673015,32
112213,[X]Assault by handgun discharge occurrn trade/service area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U385.00,"","","","",1,read,52684005,87673015,32
61495,[X]Assault by hanging strangl+suffoc occurrn street/highway,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U364.00,"","","","",1,read,52684005,87673015,32
101823,[X]Assault by hanging strangul+suffoc occ trade/servce area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U365.00,"","","","",1,read,52684005,87673015,32
99448,[X]Assault by oth specif means occurrn sports/athletic area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3y3.00,"","","","",1,read,52684005,87673015,32
65677,"[X]Assault by pesticides, occurrence on farm",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U327.00,"","","","",1,read,392791000000106,804951000000113,32
97983,[X]Assault by push from high place occurrn oth specif place,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3Gy.00,"","","","",1,read,219234008,331654011,32
101536,[X]Assault by pushing from high place,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3G..00,"","","","",1,read,219234008,331654011,32
108068,"[X]Assault by unspecified means, occurrence on farm",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3z7.00,"","","","",1,read,52684005,87673015,32
68244,[X]Assault hanging strangul+suffoc occ sch/ins/pub adm area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U362.00,"","","","",1,read,52684005,87673015,32
112384,[X]Assault oth+uns firarm discharge occ sch/ins/pub adm area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3A2.00,"","","","",1,read,52684005,87673015,32
58965,[X]Assault oth+unsp firearm discharge occ on street/highway,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3A4.00,"","","","",1,read,52684005,87673015,32
102071,[X]Assault oth+unsp firearm discharge occ oth specif place,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3Ay.00,"","","","",1,read,52684005,87673015,32
71727,[X]Assault unspecif chemical/noxous subst occ street/highway,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U354.00,"","","","",1,read,52684005,87673015,32
61672,[X]Crush push/step by crowd/human stampede oth specif place,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U122y00,"","","","",1,read,217860008,330147013,32
105618,[X]Disch from oth/unspecif firearm occ at trade/servce area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U11E500,"","","","",1,read,63409001,105402016,32
103191,"[X]Handgun discharge, occurrence on street and highway",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U11C400,"","","","",1,read,218082000,330381012,32
112348,[X]Hit strck kick twist bit/scr anoth pers indust/cnstr area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U120600,"","","","",1,read,428200002,2692306014,32
112618,[X]Oth fall lvl col/push anoth per occ sch/inst/pub adm area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U103200,"","","","",1,read,33036003,55141015,32
109428,[X]Oth fall sme levl coll/push anth pers occ trad/serv area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U103500,"","","","",1,read,33036003,55141015,32
99882,[X]Rifle shotgun+largr firarm disch occ at sport/athlet area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U11D300,"","","","",1,read,63409001,105402016,32
102153,[X]Rifle shotgun+largr firarm disch occ at trade/servce area,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U11D500,"","","","",1,read,63409001,105402016,32
63418,[X]Strik agnst/bump into by anoth pers occ on street/highway,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U121400,"","","","",1,read,58538004,97271013,32
66071,[X]Struck by thrown projectd/falling object occurrn on farm,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U110700,"","","","",1,read,88817006,147266018,32
60558,Assault by revolver,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,TL50100,"","","","",1,read,219201006,331621014,32
280,Closed fracture rib,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S120.00,"","","",2,1,read,60667009,1232117011,32
9688,Fracture of rib,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S127.00,"","","","",1,read,33737001,56330019,32
10696,Multiple fractures of ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S127000,"","","","",1,read,1261007,1220743019,32
7831,"Closed fracture of rib, unspecified",CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S120000,"","","","",1,read,60667009,100797019,32
11378,Rib fracture NOS,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S12z.11,"","","","",1,read,33737001,1228101019,32
17107,Multiple rib fractures,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S29..12,"","","","",1,read,1261007,3226012,32
11004,Closed fracture multiple ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S120900,"","","","",1,read,12204004,1220597016,32
16494,Closed fracture of one rib,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S120100,"","","","",1,read,45356009,75611015,32
45723,"Fracture of rib(s), sternum, larynx or trachea NOS",CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S12z.00,"","","","",1,read,609411003,2965628019,32
40533,Closed fracture of two ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S120200,"","","","",1,read,3291007,6555013,32
28244,Closed fracture of rib(s) NOS,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S120z00,"","","","",1,read,60667009,100797019,32
29097,Multiple # both upper limbs & upper limb with rib + sternum,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S29..00,"","","","",1,read,269090007,402866018,32
56384,Closed fracture of three ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S120300,"","","","",1,read,79546008,131972016,32
56961,"Fracture of rib(s), sternum, larynx and trachea",CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S12..00,"","","","",1,read,609411003,2965628019,32
56299,"Multiple #both legs, leg + arm ,leg + rib + sternum",CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S3y..00,"","","","",1,read,46866001,78112010,32
48224,Open fracture rib,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S121.00,"","","","",1,read,45910007,1230277019,32
34197,Closed fracture of four ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S120400,"","","","",1,read,39335003,65958012,32
55424,Closed fracture of five ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S120500,"","","","",1,read,17633000,29800015,32
65674,Closed multiple #upper limbs & upper limb with rib + sternum,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S290.00,"","","","",1,read,208508004,319069017,32
70987,Multiple #upper limbs & upper limb with rib + sternum NOS,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S29z.00,"","","","",1,read,269090007,402866018,32
68652,Closed fracture of eight or more ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S120800,"","","","",1,read,90863004,150580019,32
65484,Closed fracture of six ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S120600,"","","","",1,read,89636007,148612017,32
90494,Closed fracture of seven ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S120700,"","","","",1,read,20121009,33856019,32
71452,Open fracture multiple ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S121900,"","","","",1,read,28081005,1225771011,32
73700,"Multiple #both legs, leg + arm, leg + rib + sternum NOS",CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S3yz.00,"","","","",1,read,46866001,78112010,32
105691,"Multiple closed #both legs, leg + arm, leg + rib + sternum",CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S3y0.00,"","","","",1,read,52603002,87542010,32
101560,Open fracture of rib(s) NOS,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S121z00,"","","","",1,read,45910007,76554010,32
44826,Open fracture of two ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S121200,"","","","",1,read,47402002,79031011,32
73956,Open fracture of seven ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S121700,"","","","",1,read,69029002,114663015,32
111584,Open multiple #upper limbs & upper limb with rib + sternum,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S291.00,"","","","",1,read,208509007,319070016,32
73613,"Open fracture of rib, unspecified",CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S121000,"","","","",1,read,45910007,76554010,32
11246,At risk violence in the home,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,13VF.00,"","","","",1,read,161051006,251109019,17
24254,Homicide or assault by unarmed fight or brawl,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,TL00.00,"","","","",1,read,219178006,331594018,32
4060,Suspected child abuse,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,1J3..00,"","","","",3,read,162596006,3006600017,27
8215,[D]Physical violence,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,R00zA00,"","","","",1,read,248004009,370245016,32
26008,At risk of physical abuse,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,13ZT.00,"","","","",1,read,416936003,2549476010,17
12264,[V]Observation following alleged rape,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,ZV71511,"","","","",1,read,171403008,265590014,1
22888,On sex offenders register,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,14X4.00,"","","","",2,read,416081002,2548482015,32
26175,[V]Victim of torture,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,ZV4J800,"","","","",1,read,95318007,157879010,32
22625,[V]Problems related to alleged physical abuse of child,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,ZV4G500,"","","","",3,read,417241000000101,1023341000000119,32
35408,At risk of sexual abuse,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,13ZW.00,"","","","",1,read,417361000,2548318010,17
52617,Alleged perpetrator of sexual abuse,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,14XA.00,"","","","",2,read,206391000000103,317561000000112,32
5575,Adult maltreatment syndrome,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,SN56.00,"","","","",1,read,406137001,2157843013,32
24085,[V]FH of sexual abuse to sibling by family member,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,ZV19F00,"","","","",1,read,720741001,3319722012,32
26147,Alleged perpetrator of physical abuse,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,14X9.00,"","","","",2,read,206381000000100,317531000000119,32
107403,Suspected sexual abuse of child,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,1J30.00,"","","","",3,read,700254002,2989700016,27
31817,[X]Personality change after torture,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Eu62015,"","","","",1,read,268729004,401899018,32
31980,Prostitutes,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,0AK..00,"","","","",1,read,159798008,248915017,17
47066,[V]Family history of sexual abuse to sibling,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,ZV19E00,"","","","",1,read,720741001,3319722012,32
61907,Exam. for alleged rape,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,69A6.00,"","","","",1,read,171403008,265590014,1
53152,[V]Observation following alleged rape or seduction,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,ZV71500,"","","","",1,read,171403008,265590014,1
48844,"[X]Assault by unspecified means, occurrence at home",CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3z0.00,Home,"","","",1,read,52684005,87673015,32
36244,[V]FH physical abuse to sibling by family member,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,ZV19D00,"","","","",1,read,720411002,3320669019,32
107432,Suspected non-accidental injury to child,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,1J31.00,"","","","",3,read,700255001,2989740010,27
53398,[V]Family history of physical abuse to sibling,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,ZV19C00,"","","","",1,read,720411002,3320669019,32
109692,At risk of sexual exploitation,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,13VX.00,"","","","",1,read,919461000000108,2360571000000118,17
16226,Risk of non-accidental injury,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,63CB.00,"","","","",1,read,169946000,263576013,16
103634,Sex worker,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,0AL..00,"","","","",1,read,449344001,2901754019,17
41298,[X]Personlty chang aft expos life-threat sit/victim/terrorsm,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Eu62014,"","","","",1,read,268729004,401899018,32
54319,[X]Sexual assault by bodily force occurrn oth specif place,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3Ly.00,"","","","",1,read,248110007,370402013,32
24322,[X]Sexual assault by bodily force occurrn on street/highway,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3L4.00,"","","","",1,read,248110007,370402013,32
33823,"[X]Assault by other specified means, occurrence at home",CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3y0.00,Home,"","","",1,read,52684005,87673015,32
41338,[V]Family history of sibling abuse NOS,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,ZV19J00,"","","","",1,read,429746005,2695471013,7
60988,[V]Family history of sibling abuse by family member NOS,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,ZV19K00,"","","","",1,read,429746005,2695471013,7
104415,Former sex worker,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,14Of.00,"","","","",1,read,827301000000107,2151451000000115,32
59053,Assault by homicidal burns NOS,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,TLx0z00,"","","","",1,read,219231000,331651015,32
111367,History of female genital mutilation,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,ZV15900,"","","","",1,read,,,
56974,Male prostitute,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,0AK2.00,"","","","",1,read,159800001,248917013,17
50113,Battered baby suspect - FH,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,63C4.00,"","","","",3,read,169939009,263569015,16
109194,DASH (Dom Abuse Stalking Harassment HBV) 2009 Risk Checklist,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,38Qm.00,"","","","",1,read,886191000000106,2283861000000110,32
72629,[X]Personal history of other physical trauma,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,ZVu6U00,"","","","",1,read,161586000,251819011,32
103885,[X]Sexual assault by bodily force occurrn indust/constr area,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3L6.00,"","","","",1,read,248110007,370402013,32
71587,FH: Non-accid. inj. to child,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,12Z2.00,"","","","",1,read,160472006,250155012,7
112026,[X]Other specifd predominantly sexually transmitted diseases,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Ayu4H00,"","","","",1,read,8098009,14372016,32
111912,[X]Sexual assault by bodily force occurrn sport/athlet area,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3L3.00,"","","","",1,read,248110007,370402013,32
98971,[X]Sexual assault by bodily force occurrn trade/servce area,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,U3L5.00,"","","","",1,read,248110007,370402013,32
